Months,Price_raw,unit_raw,source,price_usd_per_liter,fx_rial_per_usd,notes,benchmark_price_usd_per_gallon,benchmark_usd_per_liter_ross,cpi,deflator,price_usd_2015,benchmark_usd_2015,bmgap2015adj
2012-08,4000,rial_per_liter,ross/iran_rial_series,0.3262642741,12260,converted from rial using BIS end-of-period IRR/USD,3.022,0.8984147952,229.92,1.03,0.3363167976,0.9260958398,0.5620979976
2012-09,4000,rial_per_liter,ross/iran_rial_series,0.3262642741,12260,converted from rial using BIS end-of-period IRR/USD,3.27,0.9639365918,231.02,1.03,0.3347197605,0.9889180362,0.6292168313
2012-10,4000,rial_per_liter,ross/iran_rial_series,0.3262642741,12260,converted from rial using BIS end-of-period IRR/USD,2.975,0.885997358,231.64,1.02,0.3338195179,0.9065142414,0.5521778401
2012-11,4000,rial_per_liter,ross/iran_rial_series,0.3262642741,12260,converted from rial using BIS end-of-period IRR/USD,2.817,0.8442536328,231.25,1.02,0.3343810589,0.8652569286,0.5098725739
2012-12,4000,rial_per_liter,ross/iran_rial_series,0.3262642741,12260,converted from rial using BIS end-of-period IRR/USD,2.727,0.8204755614,231.22,1.03,0.3344215512,0.840989136,0.4860540103
2013-01,4000,rial_per_liter,ross/iran_rial_series,0.3262642741,12260,converted from rial using BIS end-of-period IRR/USD,2.852,0.8535006605,231.68,1.02,0.3337604422,0.8731104828,0.5197402183
2013-02,4000,rial_per_liter,ross/iran_rial_series,0.3262642741,12260,converted from rial using BIS end-of-period IRR/USD,3.053,0.9066050198,232.94,1.02,0.3319579349,0.9224262479,0.5746470849
2013-03,4000,rial_per_liter,ross/iran_rial_series,0.3262642741,12260,converted from rial using BIS end-of-period IRR/USD,2.914,0.8698811096,232.28,1.02,0.3328940059,0.8875572052,0.5369871037
2013-04,4000,rial_per_liter,ross/iran_rial_series,0.3277613897,12204,converted from rial using BIS end-of-period IRR/USD,2.706,0.8149273448,231.80,1.02,0.3351212694,0.8332265326,0.4798060754
2013-05,4000,rial_per_liter,ross/iran_rial_series,0.3262642741,12260,converted from rial using BIS end-of-period IRR/USD,2.742,0.8244385733,231.89,1.02,0.3334524349,0.8426023673,0.4909861384
2013-06,4000,rial_per_liter,ross/iran_rial_series,0.3262642741,12260,converted from rial using BIS end-of-period IRR/USD,2.74,0.8239101717,232.45,1.02,0.3326605669,0.8400626321,0.4912496048
2013-07,4000,rial_per_liter,ross/iran_rial_series,0.1613553852,24790,converted from rial using BIS end-of-period IRR/USD,2.924,0.8725231176,232.90,1.02,0.1641972907,0.8878906136,0.7083258268
2013-08,4000,rial_per_liter,ross/iran_rial_series,0.1612448099,24807,converted from rial using BIS end-of-period IRR/USD,2.933,0.8749009247,233.46,1.02,0.1636939828,0.8881899328,0.7112069419
2013-09,4000,rial_per_liter,ross/iran_rial_series,0.1612123166,24812,converted from rial using BIS end-of-period IRR/USD,2.797,0.8389696169,233.54,1.01,0.163599328,0.8513919311,0.6753702889
2013-10,4000,rial_per_liter,ross/iran_rial_series,0.1602885193,24955,converted from rial using BIS end-of-period IRR/USD,2.685,0.8093791281,233.67,1.01,0.1625748373,0.8209239228,0.6468042908
2013-11,4000,rial_per_liter,ross/iran_rial_series,0.1611928269,24815,converted from rial using BIS end-of-period IRR/USD,2.673,0.8062087186,234.10,1.01,0.1631910396,0.8162028139,0.643017679
2013-12,4000,rial_per_liter,ross/iran_rial_series,0.1614595947,24774,converted from rial using BIS end-of-period IRR/USD,2.736,0.8228533686,234.72,1.01,0.1630300354,0.8308568716,0.6598233332
2014-01,4000,rial_per_liter,ross/iran_rial_series,0.1608622215,24866,converted from rial using BIS end-of-period IRR/USD,2.672,0.8059445178,235.29,1.01,0.1620340528,0.8118155733,0.643910465
2014-02,4000,rial_per_liter,ross/iran_rial_series,0.1606554743,24898,converted from rial using BIS end-of-period IRR/USD,2.795,0.8384412153,235.55,1.01,0.1616478611,0.8436203599,0.6767933543
2014-03,4000,rial_per_liter,ross/iran_rial_series,0.1572079862,25444,converted from rial using BIS end-of-period IRR/USD,2.753,0.827344782,236.03,1.00,0.1578567252,0.830758927,0.6694880568
2014-04,4000,rial_per_liter,ross/iran_rial_series,0.1574617171,25403,converted from rial using BIS end-of-period IRR/USD,2.896,0.8651254954,236.47,1.00,0.1578173025,0.8670791509,0.7073081929
2014-05,7000,rial_per_liter,ross/iran_rial_series,0.273629896,25582,converted from rial using BIS end-of-period IRR/USD,2.862,0.8561426684,236.92,1.00,0.2737269123,0.8564462164,0.5824157561
2014-06,7000,rial_per_liter,ross/iran_rial_series,0.2728938443,25651,converted from rial using BIS end-of-period IRR/USD,2.896,0.8651254954,237.23,1.00,0.2726304188,0.8642903864,0.5924950766
2014-07,7000,rial_per_liter,ross/iran_rial_series,0.2661293389,26303,converted from rial using BIS end-of-period IRR/USD,2.802,0.8402906209,237.50,1.00,0.2655735441,0.8385357255,0.5747170768
2014-08,7000,rial_per_liter,ross/iran_rial_series,0.263148002,26601,converted from rial using BIS end-of-period IRR/USD,2.705,0.814663144,237.46,1.00,0.2626404563,0.8130918658,0.5520226877
2014-09,7000,rial_per_liter,ross/iran_rial_series,0.2624868757,26668,converted from rial using BIS end-of-period IRR/USD,2.721,0.8188903567,237.48,1.00,0.2619618511,0.8172524173,0.5569285056
2014-10,7000,rial_per_liter,ross/iran_rial_series,0.2621133828,26706,converted from rial using BIS end-of-period IRR/USD,2.398,0.7335535007,237.43,1.00,0.2616408876,0.7322311703,0.4719126131
2014-11,7000,rial_per_liter,ross/iran_rial_series,0.2610381862,26816,converted from rial using BIS end-of-period IRR/USD,2.165,0.671994716,236.98,1.00,0.2610591148,0.6720485928,0.4109356012
2014-12,7000,rial_per_liter,ross/iran_rial_series,0.2579408947,27138,converted from rial using BIS end-of-period IRR/USD,1.683,0.5446499339,236.25,1.00,0.2587597477,0.5463789667,0.2858901862
2015-01,7000,rial_per_liter,ross/iran_rial_series,0.2542680712,27530,converted from rial using BIS end-of-period IRR/USD,1.364,0.4603698811,234.75,1.01,0.2567105923,0.464792234,0.2036592888
2015-02,7000,rial_per_liter,ross/iran_rial_series,0.2526346182,27708,converted from rial using BIS end-of-period IRR/USD,1.607,0.5245706737,235.34,1.01,0.2544165928,0.5282707668,0.270154081
2015-03,7000,rial_per_liter,ross/iran_rial_series,0.2492433683,28085,converted from rial using BIS end-of-period IRR/USD,1.644,0.534346103,235.98,1.00,0.2503270535,0.5366693863,0.2840190495
2015-04,7000,rial_per_liter,ross/iran_rial_series,0.247866577,28241,converted from rial using BIS end-of-period IRR/USD,1.793,0.5737120211,236.22,1.00,0.2486850271,0.575606406,0.325026994
2015-05,7000,rial_per_liter,ross/iran_rial_series,0.2428110583,28829,converted from rial using BIS end-of-period IRR/USD,1.938,0.6120211361,237.00,1.00,0.2428120828,0.6120237184,0.3692090532
2015-06,10000,rial_per_liter,ross/iran_rial_series,0.3410757529,29319,converted from rial using BIS end-of-period IRR/USD,2.005,0.6297225892,237.66,1.00,0.3401357233,0.6279870279,0.2895868659
2015-07,0.34,usd_per_liter,trading_economics,0.34,,,1.86,0.5914134742,238.03,1.00,0.3385259249,0.5888493922,0.2528875494
2015-08,0.33,usd_per_liter,trading_economics,0.33,,,1.62,0.528005284,238.03,1.00,0.3285706604,0.5257183177,0.1994346236
2015-09,0.33,usd_per_liter,trading_economics,0.33,,,1.46,0.4857331572,237.50,1.00,0.3293108152,0.4847187333,0.156422342
2015-10,0.33,usd_per_liter,trading_economics,0.33,,,1.397,0.4690885073,237.73,1.00,0.3289852902,0.4676461173,0.140103217
2015-11,0.33,usd_per_liter,trading_economics,0.33,,,1.377,0.4638044914,238.02,1.00,0.3285927476,0.4618266429,0.1352117438
2015-12,0.33,usd_per_liter,trading_economics,0.33,,,1.276,0.4371202114,237.76,1.00,0.3289465472,0.4357248007,0.1081736642
2016-01,0.33,usd_per_liter,trading_economics,0.33,,,1.121,0.3961690885,237.65,1.00,0.3290974198,0.3950855297,0.06707166875
2016-02,0.33,usd_per_liter,trading_economics,0.33,,,1.058,0.3795244386,237.34,1.00,0.3295355951,0.3789903386,0.04998884347
2016-03,0.33,usd_per_liter,trading_economics,0.33,,,1.201,0.4173051519,238.08,1.00,0.3285057964,0.4154156402,0.08879935554
2016-04,0.33,usd_per_liter,trading_economics,0.33,,,1.448,0.4825627477,238.99,0.99,0.3272522093,0.4785446221,0.1553105384
2016-05,0.33,usd_per_liter,trading_economics,0.33,,,1.566,0.5137384412,239.56,0.99,0.3264803784,0.5082591535,0.1872580629
2016-06,0.33,usd_per_liter,trading_economics,0.33,,,1.506,0.4978863937,240.22,0.99,0.3255765917,0.4912125911,0.172309802
2016-07,0.32,usd_per_liter,trading_economics,0.32,,,1.354,0.4577278732,240.10,0.99,0.3158697382,0.4518199483,0.141858135
2016-08,0.32,usd_per_liter,trading_economics,0.32,,,1.379,0.464332893,240.55,0.99,0.3152867031,0.4574937093,0.1490461899
2016-09,0.32,usd_per_liter,trading_economics,0.32,,,1.438,0.4799207398,241.18,0.98,0.3144618038,0.4716148173,0.1654589359
2016-10,0.31,usd_per_liter,trading_economics,0.31,,,1.522,0.5021136063,241.74,0.98,0.3039228761,0.4922703593,0.1981907302
2016-11,0.31,usd_per_liter,trading_economics,0.31,,,1.462,0.4862615588,242.03,0.98,0.3035649889,0.4761676925,0.1826965699
2016-12,0.31,usd_per_liter,trading_economics,0.31,,,1.634,0.5317040951,242.64,0.98,0.3028005622,0.5193558029,0.228903533
2017-01,0.31,usd_per_liter,trading_economics,0.31,,,1.62,0.528005284,243.62,0.97,0.301581246,0.5136661015,0.226424038
2017-02,0.31,usd_per_liter,trading_economics,0.31,,,1.547,0.5087186262,244.01,0.97,0.3011016942,0.4941162588,0.2076169319
2017-03,0.31,usd_per_liter,trading_economics,0.31,,,1.492,0.4941875826,243.89,0.97,0.3012424352,0.48022668,0.1929451474
2017-04,0.31,usd_per_liter,trading_economics,0.31,,,1.611,0.5256274769,244.19,0.97,0.3008711142,0.5101487892,0.2247563626
2017-05,0.31,usd_per_liter,trading_economics,0.31,,,1.54,0.5068692206,244.00,0.97,0.3011041622,0.4923239743,0.2057650584
2017-06,0.31,usd_per_liter,trading_economics,0.31,,,1.445,0.4817701453,244.16,0.97,0.3009080819,0.4676404205,0.1808620634
2017-07,0.31,usd_per_liter,trading_economics,0.31,,,1.562,0.512681638,244.24,0.97,0.3008095217,0.4974823171,0.2118721164
2017-08,0.3,usd_per_liter,trading_economics,0.3,,,1.688,0.5459709379,245.18,0.97,0.2899899259,0.5277535727,0.255981012
2017-09,0.3,usd_per_liter,trading_economics,0.3,,,1.867,0.5932628798,246.44,0.96,0.2885166474,0.570554057,0.3047462324
2017-10,0.28,usd_per_liter,trading_economics,0.28,,,1.715,0.5531043593,246.63,0.96,0.2690736581,0.5315207617,0.2840307012
2017-11,0.28,usd_per_liter,trading_economics,0.28,,,1.83,0.5834874505,247.28,0.96,0.2683576778,0.5592262044,0.3151297727
2017-12,0.28,usd_per_liter,trading_economics,0.28,,,1.757,0.5642007926,247.81,0.96,0.2677934666,0.5396045933,0.296407326
2018-01,0.27,usd_per_liter,trading_economics,0.27,,,1.899,0.6017173052,248.86,0.95,0.2571357275,0.5730482111,0.3445815777
2018-02,0.27,usd_per_liter,trading_economics,0.27,,,1.817,0.5800528402,249.53,0.95,0.256445303,0.5509326901,0.3236075372
2018-03,0.26,usd_per_liter,trading_economics,0.26,,,1.834,0.5845442536,249.58,0.95,0.2468998345,0.5550918442,0.3376444191
2018-04,0.24,usd_per_liter,trading_economics,0.24,,,1.995,0.6270805812,250.23,0.95,0.2273155175,0.5939381119,0.3997650637
2018-05,0.24,usd_per_liter,trading_economics,0.24,,,2.129,0.6624834875,250.79,0.95,0.2268034068,0.6260562996,0.4356800806
2018-06,0.23,usd_per_liter,trading_economics,0.23,,,2.03,0.636327609,251.02,0.94,0.2171575744,0.6007972177,0.4191700346
2018-07,0.23,usd_per_liter,trading_economics,0.23,,,2.074,0.6479524439,251.21,0.94,0.2169881456,0.6112956487,0.4309642983
2018-08,0.24,usd_per_liter,trading_economics,0.24,,,2.077,0.6487450462,251.66,0.94,0.2260184453,0.6109514448,0.4227266009
2018-09,0.24,usd_per_liter,trading_economics,0.24,,,2.093,0.6529722589,252.18,0.94,0.2255532909,0.613666841,0.427418968
2018-10,0.24,usd_per_liter,trading_economics,0.24,,,2.028,0.6357992074,252.77,0.94,0.2250268226,0.5961328144,0.4107723848
2018-11,0.24,usd_per_liter,trading_economics,0.24,,,1.625,0.529326288,252.59,0.94,0.2251853963,0.4966522914,0.3041408917
2018-12,0.24,usd_per_liter,trading_economics,0.24,,,1.449,0.4828269485,252.77,0.94,0.2250312739,0.4527131803,0.2577956746
2019-01,0.24,usd_per_liter,trading_economics,0.24,,,1.425,0.4764861295,252.56,0.94,0.2252148194,0.4471322399,0.2512713101
2019-02,0.24,usd_per_liter,trading_economics,0.24,,,1.568,0.5142668428,253.32,0.94,0.2245409148,0.4811414473,0.289725928
2019-03,0.24,usd_per_liter,trading_economics,0.24,,,1.812,0.5787318362,254.28,0.93,0.2236949468,0.5394141139,0.3550368893
2019-04,0.24,usd_per_liter,trading_economics,0.24,,,2.042,0.6394980185,255.23,0.93,0.2228570757,0.5938194096,0.4166409428
2019-05,0.24,usd_per_liter,trading_economics,0.24,,,1.916,0.6062087186,255.30,0.93,0.2228020807,0.5627690161,0.3834066379
2019-06,0.24,usd_per_liter,trading_economics,0.24,,,1.74,0.5597093791,255.21,0.93,0.2228745401,0.5197707102,0.336834839
2019-07,0.24,usd_per_liter,trading_economics,0.24,,,1.89,0.599339498,255.80,0.93,0.2223613576,0.5552914352,0.3769781404
2019-08,0.24,usd_per_liter,trading_economics,0.24,,,1.694,0.5475561427,256.04,0.93,0.222158134,0.5068502122,0.3253980087
2019-09,0.24,usd_per_liter,trading_economics,0.24,,,1.726,0.556010568,256.43,0.92,0.2218167921,0.5138853357,0.3341937759
2019-10,0.36,usd_per_liter,trading_economics,0.36,,,1.728,0.5565389696,257.16,0.92,0.3317871323,0.5129235242,0.2247518373
2019-11,0.36,usd_per_liter,trading_economics,0.36,,,1.724,0.5554821664,257.88,0.92,0.3308556338,0.5105122341,0.2246265326
2019-12,0.36,usd_per_liter,trading_economics,0.36,,,1.713,0.5525759577,258.63,0.92,0.3298949078,0.5063666517,0.2226810499
2020-01,0.36,usd_per_liter,trading_economics,0.36,,,1.658,0.5380449141,259.13,0.91,0.3292621765,0.4921051096,0.2087827377
2020-02,0.36,usd_per_liter,trading_economics,0.36,,,1.58,0.5174372523,259.25,0.91,0.3291059595,0.4730324539,0.1883312928
2020-03,0.36,usd_per_liter,trading_economics,0.36,,,0.891,0.3354029062,258.08,0.92,0.3306030782,0.3080145367,0.004799828046
2020-04,0.36,usd_per_liter,trading_economics,0.36,,,0.593,0.25667107,256.03,0.93,0.3332424072,0.2375935701,-0.07657133719
2020-05,0.36,usd_per_liter,trading_economics,0.36,,,0.876,0.3314398943,255.80,0.93,0.3335420364,0.3070809369,-0.002102142099
2020-06,0.36,usd_per_liter,trading_economics,0.36,,,1.121,0.3961690885,257.04,0.92,0.3319329915,0.3652821964,0.06423609701
2020-07,0.36,usd_per_liter,trading_economics,0.36,,,1.22,0.422324967,258.35,0.92,0.3302498916,0.3874243738,0.09207507535
2020-08,0.36,usd_per_liter,trading_economics,0.36,,,1.248,0.4297225892,259.32,0.91,0.3290221969,0.3927451954,0.1007003923
2020-09,0.36,usd_per_liter,trading_economics,0.36,,,1.227,0.4241743725,260.00,0.91,0.3281604019,0.3866589793,0.09601397067
2020-10,0.36,usd_per_liter,trading_economics,0.36,,,1.201,0.4173051519,260.32,0.91,0.3277544858,0.3799267653,0.08955066607
2020-11,0.36,usd_per_liter,trading_economics,0.36,,,1.19,0.4143989432,260.91,0.91,0.3270108198,0.3764248281,0.08738812342
2020-12,0.36,usd_per_liter,trading_economics,0.36,,,1.359,0.4590488771,262.05,0.90,0.3255956801,0.4151786982,0.133453197
2021-01,0.36,usd_per_liter,trading_economics,0.36,,,1.563,0.5129458388,262.69,0.90,0.324799933,0.4627910391,0.1881459058
2021-02,0.36,usd_per_liter,trading_economics,0.36,,,1.761,0.5652575958,263.58,0.90,0.3237007501,0.5082619659,0.2415568457
2021-03,0.36,usd_per_liter,trading_economics,0.36,,,1.986,0.6247027741,264.96,0.89,0.3220123716,0.558783394,0.3026904025
2021-04,0.37,usd_per_liter,trading_economics,0.37,,,1.988,0.6252311757,266.61,0.89,0.3289052338,0.5557886649,0.2963259419
2021-05,0.36,usd_per_liter,trading_economics,0.36,,,2.116,0.6590488771,268.38,0.88,0.3179065738,0.581988807,0.3411423033
2021-06,0.36,usd_per_liter,trading_economics,0.36,,,2.167,0.6725231176,270.65,0.88,0.3152390875,0.588904372,0.35728403
2021-07,0.36,usd_per_liter,trading_economics,0.36,,,2.257,0.6963011889,271.90,0.87,0.3137910211,0.6069251695,0.3825101678
2021-08,0.36,usd_per_liter,trading_economics,0.36,,,2.235,0.6904887715,272.68,0.87,0.3129014655,0.6001526347,0.377587306
2021-09,0.36,usd_per_liter,trading_economics,0.36,,,2.284,0.7034346103,273.91,0.87,0.3114918039,0.6086503213,0.3919428064
2021-10,0.36,usd_per_liter,trading_economics,0.36,,,2.5,0.7605019815,276.55,0.86,0.3085182426,0.6517464857,0.4519837389
2021-11,0.36,usd_per_liter,trading_economics,0.36,,,2.39,0.7314398943,278.92,0.85,0.3058978413,0.6215163464,0.425542053
2021-12,0.36,usd_per_liter,trading_economics,0.36,,,2.203,0.6820343461,280.85,0.84,0.303800032,0.5755612672,0.3782343141
2022-01,0.36,usd_per_liter,trading_economics,0.36,,,2.449,0.7470277411,282.54,0.84,0.3019742836,0.6266199081,0.4450534575
2022-02,0.36,usd_per_liter,trading_economics,0.36,,,2.739,0.8236459709,284.50,0.83,0.2998970826,0.6861361772,0.5237488883
2022-03,0.36,usd_per_liter,trading_economics,0.36,,,3.184,0.9412153236,287.67,0.82,0.2965882214,0.7754260522,0.6446271023
2022-04,0.36,usd_per_liter,trading_economics,0.36,,,3.193,0.9435931308,288.56,0.82,0.2956765467,0.7749954401,0.6479165841
2022-05,0.36,usd_per_liter,trading_economics,0.36,,,3.828,1.111360634,291.30,0.81,0.2928984064,0.9042104408,0.8184622276
2022-06,0.36,usd_per_liter,trading_economics,0.36,,,4.082,1.178467635,294.96,0.80,0.2892649437,0.9469149284,0.8892026917
2022-07,0.36,usd_per_liter,trading_economics,0.36,,,3.484,1.020475561,294.91,0.80,0.289308101,0.8200884634,0.7311674604
2022-08,0.36,usd_per_liter,trading_economics,0.36,,,3.027,0.8997357992,295.10,0.80,0.2891277105,0.7226070881,0.6106080887
2022-09,0.36,usd_per_liter,trading_economics,0.36,,,2.642,0.7980184941,296.35,0.80,0.2879062187,0.6382069085,0.5101122754
2022-10,0.36,usd_per_liter,trading_economics,0.36,,,3.013,0.8960369881,298.01,0.80,0.2863044157,0.7126092953,0.6097325724
2022-11,0.36,usd_per_liter,trading_economics,0.36,,,2.852,0.8535006605,298.79,0.79,0.2855579579,0.677010849,0.5679427026
2022-12,0.36,usd_per_liter,trading_economics,0.36,,,2.366,0.7250990753,298.83,0.79,0.2855140012,0.5750720507,0.4395850741